Cuenta,Subcuenta,Objeto,Ordinal,"APORTE 
NACIONAL",RECURSOS PROPIOS,TOTAL,Código de entidad,Tipo de gasto,Entidad,Código de sector,Sector,Unidad,Código de unidad,Cuenta_n,Subcuenta_n,Objeto_n,Ordinal_n
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo de pensiones publicas del nivel nacional - ministerio de tecnologías de la informacion y comunicaciones (de pensiones),13147669000.0,,13147669000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,57.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo de pensiones publicas del nivel nacional -  empresa nacional de comunicaciones - telecom (de pensiones),755222179000.0,,755222179000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,58.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo de pensiones publicas del nivel nacional - empresa de telecomunicaciones del tolima - teletolima (de pensiones),1946121000.0,,1946121000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,59.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo de pensiones publicas del nivel nacional - empresa de telecomunicaciones del huila - telehuila (de pensiones),26159000.0,,26159000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,60.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo de pensiones publicas del nivel nacional - empresa de telecomunicaciones de nariño - telenariño (de pensiones),3095375000.0,,3095375000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,61.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo de pensiones publicas del nivel nacional - empresa de telecomunicaciones de cartagena - telecartagena (de pensiones),6115020000.0,,6115020000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,62.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo de pensiones publicas del nivel nacional - empresa de telecomunicaciones de santa marta - telesantamarta (de pensiones),506425000.0,,506425000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,63.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo de pensiones publicas del nivel nacional - empresa de telecomunicaciones de armenia - telearmenia (de pensiones),200843000.0,,200843000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,64.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo de pensiones publicas del nivel nacional - empresa de telecomunicaciones de calarca - telecalarca (de pensiones),4751000.0,,4751000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,65.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo de pensiones publicas del nivel nacional - mesadas pensionales inat (de pensiones),1361308000.0,,1361308000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,66.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo de pensiones publicas del nivel nacional - mesadas pensionales - zonas francas (de pensiones),1261667000.0,,1261667000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,67.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo de pensiones publicas del nivel nacional - mesadas pensionales - corporacion financiera del transporte (ley 51/90) (de pensiones),4674409000.0,,4674409000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,68.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo de pensiones publicas del nivel nacional - mesadas pensionales - corporacion nacional del turismo (de pensiones),3736922000.0,,3736922000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,69.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo de pensiones publicas del nivel nacional - mesadas pensionales - capresub (de pensiones),28852249000.0,,28852249000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,70.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo de pensiones publicas del nivel nacional - mesadas pensionales - inea (de pensiones),884259000.0,,884259000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,71.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo de pensiones publicas del nivel nacional - mesadas pensionales - intra (de pensiones),5063650000.0,,5063650000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,72.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo de pensiones publicas del nivel nacional - mesadas pensionales - invias (de pensiones),2328102000.0,,2328102000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,73.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo de pensiones publicas del nivel nacional - pensiones positiva s.a. (articulo 80 ley 1753 de 2015 plan nacional de desarrollo y decreto 1437 de 2015) (de pensiones),293327161000.0,,293327161000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,74.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo de pensiones publicas del nivel nacional - mesadas pensionales - corporacion electrica de la costa atlantica s.a e.s.p corelca s.a e.s.p (de pensiones),1035000000.0,,1035000000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,75.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo de pensiones publicas del nivel nacional - mesadas pensionales - promotora de vacaciones y recreacion social - prosocial - liquidada (de pensiones),773280000.0,,773280000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,76.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Mesadas pensionales de las empresas de obras sanitarias empos (de pensiones),35010193000.0,,35010193000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,79.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales asumidas por el gobierno,Financiación pensiones régimen de prima media con prestación definida colpensiones ley 1151 de 2007 (de pensiones),12271633627000.0,,12271633627000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,3.0,4.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales asumidas por el gobierno,Otros recursos para seguridad social (de pensiones),266933547000.0,,266933547000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,3.0,5.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales asumidas por el gobierno,Prestacion humanitaria periodica articulo 2.2.9.5.7 decreto 600 de 2017 (de pensiones),2704149000.0,,2704149000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,3.0,11.0
Transferencias corrientes,A instituciones sin ánimo de lucro que sirven a los hogares,A instituciones sin ánimo de lucro que sirven a los hogares,Fortalecimiento de las asociaciones y ligas de consumidores (ley 73 de 1981 y decreto 1320 de 1982),707613000.0,,707613000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,6.0,1.0,1.0
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,250007000.0,,250007000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,10.0,1.0,1.0
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Laudos arbitrales,3000000000.0,,3000000000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,10.0,1.0,3.0
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,684838000.0,,684838000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,8.0,1.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,33979317000.0,,33979317000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,8.0,4.0,1.0,
Gastos de personal,Planta de personal permanente,Salario,,10483261000.0,,10483261000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,1.0,1.0,1.0,
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,3970666000.0,,3970666000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,1.0,1.0,2.0,
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,698758000.0,,698758000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,1.0,1.0,3.0,
Gastos de personal,Personal supernumerario y planta temporal,Otros gastos de personal - previo concepto dgppn,,426504000.0,,426504000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,1.0,2.0,4.0,
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,135000000.0,,135000000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,2.0,1.0,,
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,9762753728.0,,9762753728.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,2.0,2.0,,
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - previo concepto dgppn,2435000000.0,,2435000000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,3.0,1.0,999.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),99860000.0,,99860000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,4.0,2.0,12.0
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,1114460000.0,,1114460000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,3.0,10.0,1.0,1.0
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,10700000.0,,10700000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,8.0,1.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,55000000.0,,55000000.0,3601,Funcionamiento,Ministerio del trabajo,36,Trabajo,,,8.0,4.0,1.0,
Protección social,Intersubsectorial trabajo y bienestar social,Implementación fondo de solidaridad pensional subcuenta de solidaridad  nacional,,188594104496.0,,188594104496.0,3601,Inversión,Ministerio del trabajo,36,Trabajo,,,3601.0,1300.0,6.0,
Protección social,Intersubsectorial trabajo y bienestar social,Implantación fondo de solidaridad pensional subcuenta de subsistencia  nacional,,1376748379956.0,,1376748379956.0,3601,Inversión,Ministerio del trabajo,36,Trabajo,,,3601.0,1300.0,7.0,
Protección social,Intersubsectorial trabajo y bienestar social,Fortalecimiento de la capacidad operacional para el desarrollo de la política pensional a nivel  nacional,,823000000.0,,823000000.0,3601,Inversión,Ministerio del trabajo,36,Trabajo,,,3601.0,1300.0,8.0,
Generación y formalización del empleo,Intersubsectorial trabajo y bienestar social,Administración e intermediación laboral   nacional,,2340000000.0,,2340000000.0,3601,Inversión,Ministerio del trabajo,36,Trabajo,,,3602.0,1300.0,9.0,
Generación y formalización del empleo,Intersubsectorial trabajo y bienestar social,Fortalecimiento del desarrollo de las políticas de empleo en el marco del trabajo decente en el territorio   nacional,,3509000000.0,,3509000000.0,3601,Inversión,Ministerio del trabajo,36,Trabajo,,,3602.0,1300.0,10.0,
Generación y formalización del empleo,Intersubsectorial trabajo y bienestar social,"Implementación de estrategias de formación para el trabajo y empleabilidad a víctimas del conflicto armado,  nacional",,15151227685.0,,15151227685.0,3601,Inversión,Ministerio del trabajo,36,Trabajo,,,3602.0,1300.0,11.0,
Generación y formalización del empleo,Intersubsectorial trabajo y bienestar social,Desarrollo de la ruta de empleo y autoempleo a sujetos de reparaciòn colectiva a nivel nacional   nacional,,8575321580.0,,8575321580.0,3601,Inversión,Ministerio del trabajo,36,Trabajo,,,3602.0,1300.0,12.0,
Generación y formalización del empleo,Intersubsectorial trabajo y bienestar social,Apoyo a las iniciativas de emprendimiento y empresarismo formal de las víctimas del conflicto armado  nacional,,15086615811.0,,15086615811.0,3601,Inversión,Ministerio del trabajo,36,Trabajo,,,3602.0,1300.0,13.0,
Generación y formalización del empleo,Intersubsectorial trabajo y bienestar social,"Fortalecimiento de los mecanismos de análisis e implementación de herramientas para apoyar el diseño y monitoreo de la política de mercado de trabajo a nivel nacional, regional y local  nacional",,1500000000.0,,1500000000.0,3601,Inversión,Ministerio del trabajo,36,Trabajo,,,3602.0,1300.0,14.0,
Formación para el trabajo,Intersubsectorial trabajo y bienestar social,"Fortalecimiento de la política de formación para el trabajo, aseguramiento de la calidad y movilidad laboral de los trabajadores  nacional",,2162000000.0,,2162000000.0,3601,Inversión,Ministerio del trabajo,36,Trabajo,,,3603.0,1300.0,3.0,
Derechos fundamentales del trabajo y fortalecimiento del diálogo social,Intersubsectorial trabajo y bienestar social,Divulgación de los derechos fundamentales del trabajo en la aplicación del trabajo decente en el territorio a nivel  nacional,,1740000000.0,,1740000000.0,3601,Inversión,Ministerio del trabajo,36,Trabajo,,,3604.0,1300.0,7.0,
Derechos fundamentales del trabajo y fortalecimiento del diálogo social,Intersubsectorial trabajo y bienestar social,"Incremento de la efectividad de la inspección, vigilancia y control ejercida por el ministerio de trabajo a nivel nacional    nacional",,7000000000.0,,7000000000.0,3601,Inversión,Ministerio del trabajo,36,Trabajo,,,3604.0,1300.0,8.0,
Derechos fundamentales del trabajo y fortalecimiento del diálogo social,Intersubsectorial trabajo y bienestar social,"Implementación del enfoque de género en el ámbito laboral, a nivel  nacional",,762000000.0,,762000000.0,3601,Inversión,Ministerio del trabajo,36,Trabajo,,,3604.0,1300.0,9.0,
Derechos fundamentales del trabajo y fortalecimiento del diálogo social,Intersubsectorial trabajo y bienestar social,Fortalecimiento del diálogo social y la concertación a nivel  nacional,,1600000000.0,,1600000000.0,3601,Inversión,Ministerio del trabajo,36,Trabajo,,,3604.0,1300.0,10.0,
